FEE	Channel	   Offset	Peaks	       INL	Comment
12	18	  -91.6333	10	  0.999879	
12	19	   52.2333	10	  0.999984	
12	20	   351.033	10	  0.999962	
12	21	    -108.7	10	  0.999941	
12	22	   5.83333	10	  0.999988	
12	23	   110.967	10	  0.999973	
12	24	     -19.1	10	  0.999954	
12	25	     226.3	10	  0.999984	
12	26	   161.233	10	  0.999993	
12	27	  -72.5667	10	  0.999931	
12	28	   100.967	10	  0.999996	
12	29	  -210.767	10	  0.999914	
12	30	   13.0333	10	  0.999949	
12	31	  -360.367	10	  0.999904	
12	32	  -142.233	10	  0.999934	
12	33	   341.633	10	  0.999992	
12	34	   76.2333	10	  0.999989	
12	35	   84.1667	10	  0.999985	
12	36	     157.5	10	  0.999981	
12	37	  -80.7667	10	  0.999976	
12	38	    -134.3	10	  0.999981	
12	39	     117.5	10	  0.999981	
12	40	   32.2333	10	   0.99998	
12	41	      -6.7	10	  0.999979	
12	42	  -26.7667	10	  0.999984	
12	43	  -65.0333	10	  0.999978	
12	44	     -15.5	10	  0.999983	
12	45	   28.3667	10	  0.999958	
12	46	     -27.5	10	  0.999978	
12	47	    -112.1	10	   0.99998	
12	48	   243.567	10	  0.999957	
12	49	     -49.5	10	   0.99996	
12	50	  -27.8333	10	  0.999971	
12	51	      76.9	10	  0.999982	
12	52	    -188.9	10	  0.999982	
12	53	   420.833	10	  0.999981	
12	54	     -92.3	10	  0.999913	
12	55	   14.6333	10	  0.999935	
12	56	   8.81111	9	  0.999908	
12	57	     175.1	10	  0.999965	
12	58	   36.5667	10	  0.999976	
12	59	     265.5	10	  0.999987	
12	60	  -12.1667	10	  0.999923	
12	61	     -43.5	10	   0.99995	
12	62	   50.9667	10	  0.999986	
12	63	  -255.767	10	  0.999961	
12	64	   423.433	10	  0.999978	
13	1	  -126.967	10	  0.999899	
13	2	   175.233	10	  0.998941	Bad Fit 
13	3	  -250.767	10	  0.999993	
13	4	  -79.7667	10	  0.999952	
13	5	     181.5	10	  0.999921	
13	6	     -23.3	10	  0.999988	
13	7	    -228.7	10	   0.99999	
13	8	      53.7	10	  0.999986	
13	9	   51.2333	10	  0.999981	
13	10	   157.367	10	  0.999977	
13	11	  -24.6333	10	  0.999993	
13	12	  -263.633	10	  0.999979	
13	13	    -128.9	10	  0.999943	
13	14	      20.5	10	  0.999982	
13	15	   198.367	10	  0.999924	
13	16	  -51.7667	10	  0.999929	
13	17	   277.433	10	  0.999991	
13	18	  -81.4333	10	  0.999832	
13	19	   119.967	10	  0.999973	
13	20	  -95.3667	10	  0.999956	
13	21	    -190.9	10	  0.999912	
13	22	  -107.167	10	  0.999981	
13	23	  -19.3667	10	  0.999977	
13	24	     291.3	10	  0.999969	
13	25	   47.6333	10	  0.999989	
13	26	   13.1667	10	  0.999968	
13	27	   153.167	10	  0.999881	
13	28	   46.1667	10	  0.999995	
13	29	     -51.5	10	  0.999941	
13	30	  -86.4333	10	  0.999941	
13	31	      79.7	10	  0.999942	
13	32	  -4.03333	10	  0.999896	
13	33	   61.3667	10	  0.999978	
13	34	   75.0333	10	  0.999992	
13	35	   79.1667	10	  0.999951	
13	36	   258.967	10	  0.999964	
13	37	   17.4333	10	  0.999991	
13	38	   287.233	10	  0.999968	
13	39	     146.7	10	  0.999972	
13	40	      75.9	10	  0.999968	
13	41	  -28.9667	10	  0.999978	
13	42	   15.5667	10	  0.999972	
13	43	    -111.5	10	  0.999981	
13	44	    -101.9	10	  0.999948	
13	45	     -57.9	10	  0.999953	
13	46	      71.7	10	  0.999993	
13	47	   173.767	10	   0.99998	
13	48	   3.96667	10	  0.999965	
13	49	     -37.3	10	  0.999968	
13	51	   21.5667	10	  0.999951	
13	52	   72.4333	10	  0.999955	
13	53	     168.3	10	  0.999971	
13	54	    -190.7	10	  0.999726	
13	55	  -261.633	10	  0.999852	
13	57	   243.967	10	  0.999927	
13	58	    -164.5	10	   0.99997	
13	59	   165.367	10	  0.999916	
13	61	  0.433333	10	  0.999882	
13	63	     -68.3	10	  0.999936	
13	64	   53.6333	10	  0.999959	
14	1	      82.9	9	  0.999956	
14	2	  -88.7222	9	  0.999862	
14	3	  -16.8333	10	  0.999977	
14	4	     231.1	10	  0.999976	
14	5	   113.033	10	  0.999905	
14	6	   88.3778	9	  0.999981	
14	7	  -6.56667	10	  0.999968	
14	8	     152.3	10	   0.99998	
14	9	      79.9	10	  0.999975	
14	10	   156.433	10	  0.999991	
14	11	  -88.3667	10	  0.999972	
14	12	  -80.7667	10	  0.999981	
14	13	     180.7	10	  0.999982	
14	14	      70.7	10	  0.999972	
14	15	  -126.644	9	  0.999977	
14	16	    -100.1	10	  0.999968	
14	17	   28.6333	10	  0.999996	
14	18	  -68.2333	10	  0.999899	
14	19	  -94.0333	10	  0.999976	
14	20	  -300.567	10	  0.999956	
14	21	  -43.2333	10	  0.999922	
14	22	    -135.3	10	  0.999967	
14	23	      -4.3	10	  0.999989	
14	24	   92.2333	10	  0.999941	
14	25	   199.433	10	   0.99999	
14	27	   146.033	10	  0.999928	
14	28	   95.1667	10	  0.999996	
14	29	  -198.967	10	  0.999931	
14	30	     100.3	10	  0.999975	
14	31	  -113.967	10	  0.999913	
14	32	  -41.8333	10	  0.999918	
14	33	  -2.95556	9	  0.999993	
14	34	   194.567	10	  0.999987	
14	35	   130.833	10	  0.999952	
14	36	  -140.567	10	  0.999989	
14	37	     201.5	10	  0.999981	
14	38	  -186.967	10	  0.999909	
14	39	   77.6333	10	  0.999979	
14	40	  -95.2333	10	  0.999961	
14	41	   29.0333	10	  0.999968	
14	42	   76.4333	10	  0.999979	
14	43	  -112.167	10	  0.999968	
14	44	     -43.5	10	  0.999979	
14	45	  -31.7111	9	  0.999966	
14	46	   12.8333	10	  0.999985	
14	47	   161.567	10	  0.999968	
14	48	  -104.767	9	  0.999956	
14	49	   269.033	9	  0.999987	
14	50	  -35.9667	10	  0.999991	
14	51	  -14.4444	9	  0.999986	
14	52	   168.567	10	  0.999926	
14	53	   310.833	10	  0.999975	
14	54	  -110.178	9	  0.999947	
#14	55	 FIT FAILED
14	56	   276.378	9	  0.999863	
14	57	   234.233	10	  0.999938	
14	58	   186.567	10	  0.999878	
14	59	     247.5	10	  0.999978	
14	60	   21.4333	10	  0.999942	
14	61	     143.7	10	   0.99992	
14	62	   5.83333	10	  0.999963	
14	63	   292.611	9	  0.999971	
14	64	     324.3	10	  0.999951	
15	1	-0.0333333	10	  0.999942	
15	2	   138.833	10	  0.999956	
15	3	  -50.4333	10	  0.999987	
15	4	     -37.9	10	  0.999966	
15	5	   59.6333	10	  0.999941	
15	6	  -28.6333	10	  0.999994	
15	7	     -93.5	10	  0.999996	
15	8	    -280.3	10	  0.999987	
15	9	      89.1	10	  0.999993	
15	10	      32.5	10	  0.999959	
15	11	   135.767	10	  0.999991	
15	12	   82.8333	10	   0.99998	
15	13	  -218.633	10	  0.999931	
15	14	      -3.1	10	  0.999993	
15	15	   32.3667	10	  0.999922	
15	16	     -71.7	10	  0.999921	
15	17	   214.567	10	  0.999994	
15	18	   279.433	10	  0.999864	
15	19	      37.5	10	  0.999991	
15	20	      33.7	10	  0.999966	
15	21	   26.2333	10	  0.999912	
15	22	      23.5	10	  0.999984	
15	23	  -74.5667	10	  0.999971	
15	24	   91.8889	9	  0.999328	
15	25	   134.167	10	  0.999945	
15	26	   7.07778	9	  0.999332	
15	27	     123.5	10	  0.999962	
15	28	   44.5667	10	  0.999992	
15	29	   171.576	9	   0.98068	Bad Fit 
15	30	      36.7	10	  0.999917	
15	31	   2.83333	10	   0.99997	
15	32	      17.1	10	  0.999935	
15	33	    -235.5	10	  0.999972	
15	34	  -101.567	10	  0.999985	
15	35	  -72.7667	10	  0.999855	
15	36	   74.3667	10	  0.999996	
15	37	      59.7	10	   0.99999	
15	38	  -92.8333	10	  0.999935	
15	39	   8.23333	10	  0.999995	
15	40	   117.567	10	  0.999923	
15	41	   159.033	10	  0.999979	
15	42	   32.5667	10	  0.999985	
15	43	  -19.3667	10	  0.999963	
15	44	   47.4333	10	  0.999986	
15	45	  -79.9667	10	  0.999916	
15	46	  -218.833	10	   0.99995	
15	47	      68.9	10	  0.999967	
15	48	     -34.5	10	  0.999943	
15	49	  -104.967	10	  0.999988	
15	50	     180.9	10	  0.999991	
15	51	      -7.5	10	  0.999976	
15	52	    -136.7	10	  0.999976	
15	53	   114.167	10	  0.999981	
15	54	      26.1	10	  0.999875	
15	55	   140.833	10	  0.999898	
15	56	   459.767	10	  0.998726	Bad Fit 
15	57	   161.033	10	  0.999951	
15	58	     -47.9	10	  0.999972	
15	59	   73.5667	10	  0.999988	
15	60	     -34.3	10	  0.999951	
15	61	  -214.033	10	  0.999939	
15	62	      61.1	10	  0.999985	
15	63	   10.5667	10	  0.999957	
15	64	  -70.6333	10	  0.999971	
16	1	   91.6257	7	  0.999786	Few Peaks
16	2	  -402.649	5	  0.991238	Bad Fit Few Peaks
16	3	   64.6556	9	   0.99994	
16	4	   208.967	10	  0.998923	Bad Fit 
16	5	   496.707	9	  0.999977	
16	6	   6.11111	9	  0.999947	
16	7	   199.089	9	  0.999942	
16	8	   144.311	9	  0.999925	
16	9	   173.967	9	  0.999903	
16	10	  -20.7556	9	  0.999949	
16	11	   25.9444	9	   0.99992	
16	12	     294.7	10	  0.999665	
16	13	   106.933	9	  0.999946	
16	14	   134.744	9	  0.999954	
16	15	   141.256	9	  0.999986	
16	16	   40.8778	9	  0.999965	
16	17	   95.9667	10	  0.999969	
16	18	  -20.5111	9	  0.999989	
16	19	  -128.578	9	  0.999937	
16	20	   45.6333	10	  0.999986	
16	21	   31.0333	10	   0.99996	
16	22	      41.7	10	  0.999931	
16	23	  -6.63333	10	  0.999969	
16	24	  -132.433	10	  0.999968	
16	25	  -13.3667	10	  0.999954	
16	26	   48.7111	9	  0.999959	
16	27	     139.7	10	  0.999974	
16	28	     -31.3	10	  0.999965	
16	29	   29.0333	10	   0.99998	
16	30	   98.4333	9	  0.999961	
16	31	   123.167	10	  0.999991	
16	32	  -75.0333	10	   0.99999	
16	33	   83.0778	9	  0.999929	
16	34	  -29.8222	9	   0.99999	
16	35	  -83.6556	9	  0.999982	
16	36	  -9.98889	9	  0.999981	
16	37	  -191.189	9	  0.999978	
16	38	   192.344	9	  0.999948	
16	39	  -108.833	10	  0.999978	
16	40	  -4.44444	9	  0.999957	
16	41	  -2.41111	9	  0.999962	
16	42	   79.8222	9	  0.999973	
16	43	   22.9778	9	  0.999962	
16	44	  -133.967	10	  0.999958	
16	45	  -98.4667	9	  0.999973	
16	46	  -78.0333	9	   0.99997	
16	47	   100.967	10	  0.999982	
16	48	  -230.756	9	   0.99996	
16	49	  -31.2111	9	  0.999977	
16	50	   27.0222	9	  0.999987	
16	51	   152.011	9	  0.999981	
16	52	   109.767	10	   0.99996	
16	53	   295.389	9	         1	
16	54	   153.178	9	  0.999944	
16	55	  -286.367	9	  0.999913	
16	56	      69.3	10	  0.999862	
16	57	   157.156	9	  0.999996	
16	58	   61.5333	9	   0.99997	
16	59	   54.5667	10	  0.999947	
16	60	  -74.8444	9	   0.99992	
16	61	  -108.633	10	  0.999941	
16	62	     120.7	10	   0.99994	
16	63	  -38.5222	9	  0.999969	
16	64	  -1.96667	9	  0.999995	
