#:::::::    Gain Matching parameters LISA - Shiyan  ::::::: 
#:::::::    | Layer | x | y | slope | intercept |   ::::::: 

#:::: Layer 1 - America ::::: 

1	0	0	3.94861	0.0433763
1	0	1	4.01048	0.0354895
1	0	2	4.11976	0.0329427
1	0	3	4.09482	0.0429244
1	1	0	4.00847	0.040199
1	1	1	3.95377	0.043294
1	1	2	3.94588	0.0390544
1	1	3	4.00425	0.0360116
1	2	0	3.87547	0.036238
1	2	1	3.93977	0.0372228
1	2	2	4.01791	0.041382
1	2	3	4.01474	0.0301974
1	3	0	4.01462	0.0380501
1	3	1	4.0019	0.0336824
1	3	2	3.94372	0.0398231
1	3	3	3.99684	0.0373137

#:::: Layer 2 - Africa ::::: 

2	0	0	3.83832	0.0466487
2	0	1	3.86944	0.0359456
2	0	2	3.90932	0.0364069
2	0	3	3.90483	0.0347697
2	1	0	4.01856	0.0310922
2	1	1	3.95779	0.0363377
2	1	2	3.93297	0.0349974
2	1	3	3.96283	0.0379341
2	2	0	3.9677	0.0377172
2	2	1	3.89164	0.0323315
2	2	2	3.88737	0.0326173
2	2	3	3.96747	0.0327878
2	3	0	3.96678	0.0341316
2	3	1	3.90532	0.0377927
2	3	2	4.01791	0.0379774
2	3	3	4.02127	0.0296289

#:::: Layer 3 - Europa ::::: 

3	0	0	3.92504	0.0306625
3	0	1	4.02892	0.0340371
3	0	2	3.98844	0.0330464
3	0	3	4.02778	0.0223753
3	1	0	3.96543	0.0308137
3	1	1	3.94302	0.0376906
3	1	2	3.94835	0.0362788
3	1	3	3.91828	0.0346006
3	2	0	3.94233	0.0318993
3	2	1	3.92805	0.0327251
3	2	2	4.05669	0.0322679
3	2	3	3.92515	0.0335809
3	3	0	3.96703	0.0384139
3	3	1	3.88368	0.0406928
3	3	2	3.88357	0.0352761
3	3	3	3.8998	0.0385192

#:::: Layer 4 - Asia ::::: 

4	0	0	4.08189	0.0206776
4	0	1	4.0757	0.0319907
4	0	2	3.78629	0.0380277
4	0	3	3.83331	0.0371689
4	1	0	3.97795	0.0354315
4	1	1	4.01337	0.0302936
4	1	2	4.0481	0.0367598
4	1	3	3.95867	0.0319011
4	2	0	3.89102	0.0349507
4	2	1	3.84908	0.0341013
4	2	2	3.93454	0.0306591
4	2	3	3.94169	0.026983
4	3	0	3.95858	0.025344
4	3	1	3.97303	0.0240658
4	3	2	4.00527	0.0240883
4	3	3	4.02925	0.0347134

#:::: Layer 5 - Oceania ::::: 

5	0	0	4.03271	0.0326533
5	0	1	4.02718	0.0317231
5	0	2	4.01171	0.0251965
5	0	3	3.99284	0.0330848
5	1	0	3.96844	0.0325289
5	1	1	3.90144	0.0365157
5	1	2	3.94775	0.0309751
5	1	3	3.94548	0.0314119
5	2	0	3.91397	0.0327089
5	2	1	4.01728	0.0323484
5	2	2	3.93461	0.0306095
5	2	3	4.02276	0.0252071
5	3	0	4.11335	0.0342681
5	3	1	4.00451	0.0366712
5	3	2	3.96465	0.0222863
5	3	3	3.94523	0.0342435

